symbol,shortable,day_bar_mean,day_bar_std,Short Name,GICS Sector,GICS Ind Grp Name,GICS Ind Name,GICS SubInd Name,ISIN,name,exchange,tradable,status,fractionable,margin_req,wk_day_bar,m_day_bar,Q_day_bar,last,Q_Avg_TO,m_Avg_TO,wk_Avg_TO,m2Q_TO_Ratio,wk2Q_TO_Ratio,wk2m_vol_Ratio,wk2m_day_bar_Ratio,wk_Avg_trades,m_Avg_trades,Q_Avg_trades,day_2_wk_trades,wk_2_m_trades_ratio,wk_pr_change,d_ret_std,day_return_mean,day_return_std,m2Q_VolRatio,open_gap,day_gap,last2open,last2prev_close,wk_ch_perc,m_ch_perc,past_corr,Q_loc
KEY,1.0,5.020466993598368,2.2609082569117627,KEYCORP,Financials,Banks,Banks,Diversified Banks,US4932671088,KeyCorp,NYSE,1.0,active,1.0,50.0,491.5141628019146,504.998896354415,502.0466993598368,11.775,221.98290917174643,247.27008904347002,230.73505208584737,1.1139149854647554,1.039427102504227,0.8316148179536262,-13.484733552500415,72.94380000000001,82.22489999999999,81.497640625,0.3893682533676611,0.8871254328068505,1.3339070567986333,3.850822747069909,0.25363434447586963,3.8288022508494004,1.0211740893805026,0.0,0.0,-3.6415711947626828,-4.346060113728678,1.3339070567986333,23.040752351097172,93.35393825394095,79.19392829102328
MRK,1.0,1.8316394399071918,0.6033691780800717,MERCK & CO,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,Pharmaceuticals,US58933Y1055,"Merck & Co., Inc.",NYSE,1.0,active,1.0,30.0,206.24852758374954,178.61064347006263,183.16394399071916,106.405,805.1141513506975,791.9635148587333,735.7396192357263,0.9836661217916713,0.9138326757782295,0.9427968569219879,27.63788411368691,79.25139999999999,84.14655,80.44046875000001,0.6228281140774801,0.9418258977937894,-1.0462196596298656,1.1338338673374548,-0.12461609901910188,1.1318959915800713,1.0112455192938226,2.6535396155649305,0.0,-2.915145985401457,-0.2297233942803567,-1.0462196596298656,-6.931688970523919,-39.373821531458795,9.212662337662374
NKE,1.0,1.93235795623211,0.7490387059603746,NIKE INC -CL B,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Footwear,US6541061031,"Nike, Inc.",NYSE,1.0,active,1.0,30.0,160.3353220710204,175.65847547597483,193.235795623211,109.537,879.2336086745538,704.3705706473281,547.8096017719167,0.8011187967543324,0.6230535279443431,0.7690545629190968,-15.323153404954411,68.73360000000001,89.331,104.70828125,0.3408231199878953,0.7694260670987676,1.1421975992613298,1.694425050680574,-0.22682254271397892,1.7001750636362896,0.822070246788173,0.0,0.0,-0.4209090909090829,-0.7727149198296868,1.1421975992613298,0.3913481807350516,68.92075125921725,25.751445086705242
MRVL,1.0,3.5662108546542086,1.9930718471655915,MARVELL TECHNOLO,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,US5738741041,"Marvell Technology, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,285.90762399445066,281.611510955532,356.62108546542095,65.54,814.1154668663625,611.48409026186,469.1629255123672,0.7511024113269126,0.5762854835791746,0.7501271813640921,4.296113038918634,73.2912,95.71105,123.224890625,0.3460852053179645,0.7657548423092213,2.5665101721439765,4.821281882334767,0.8877783696556505,4.812621073009598,0.6733210530138417,0.0,0.0,1.0328349005703785,0.6295102103485606,2.5665101721439765,6.934247022352769,61.31478528964095,99.16855631141345
MMM,1.0,2.2541672325105186,1.1762325047735644,3M CO,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,US88579Y1010,3M Company,NYSE,1.0,active,1.0,30.0,184.34664204850515,208.01867485499923,225.41672325105188,111.2206,383.40583823065595,408.0989585205474,492.04611103018516,1.0644046538358556,1.2833558124750608,1.13281094182335,-23.672032806494087,60.2684,60.9928,61.944984375000004,0.26365392145801114,0.9881231883107514,1.2661385778020673,2.069113433489031,0.12280466429680098,2.0573886847340512,1.0292233720440864,0.0,0.0,-0.25058295964125454,-0.25058295964125454,1.2661385778020673,9.966976468261812,93.65534294896551,92.65700982928092
DKNG,1.0,4.066850419317471,1.5101990955860989,DRAFTKINGS INC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming,US26142V1052,DraftKings Inc. Class A Common Stock,NASDAQ,1.0,active,1.0,30.0,402.11600389096435,377.27561212999524,406.68504193174715,31.355,284.07053905696023,284.9499137478112,246.85810675539818,1.0030956208756117,0.8690028454724746,0.8253699317516554,24.840391760969112,70.429,81.1789,83.21128125,0.3557057462124977,0.8675776587265903,1.2104583602324137,3.1555254490745788,0.5684063825608331,3.1673624297241707,0.865294189286195,0.0,0.0,0.6451819991012409,-1.3373190685965985,1.2104583602324137,19.447619047619046,73.28134463702321,90.74074074074073
TFC,1.0,3.7044075052518015,1.6762963274106777,TRUIST FINANCIAL,Financials,Banks,Banks,Regional Banks,US89832Q1094,Truist Financial Corporation,NYSE,1.0,active,1.0,30.0,262.2867330569245,312.8799901161182,370.4407505251801,32.6,376.0587327217421,341.10084737495146,329.28595336771224,0.9070414211796616,0.8756237383040948,0.9647114232285942,-50.59325705919372,67.8156,73.93260000000001,85.97,0.31578279923793345,0.9172624796098068,0.06138735420504471,2.9054743031005232,0.1254602160154235,2.9007398535975195,0.8432809339357198,-0.24081878386513636,0.0,-0.45801526717557106,-1.8663455749548419,0.06138735420504471,3.8547308059891705,6.677704844662628,69.73684210526314
NEE,1.0,1.8573936955184378,0.5908343050551697,NEXTERA ENERGY,Utilities,Utilities,Electric Utilities,Electric Utilities,US65339F1012,"Nextra Energy, Inc.",NYSE,1.0,active,1.0,30.0,222.01537046504868,194.05100829616418,185.7393695518438,73.155,544.4033073885996,566.8963405476018,529.2492327332927,1.0413168561868167,0.9721638820895521,0.9317558615895023,27.96436216888449,69.76660000000001,75.78210000000001,73.54128125,0.2999859531638348,0.9206210965386286,-3.028897136797448,1.1820264169114814,-0.06070796780579059,1.1508770470301817,1.0503693806153285,0.0,0.0,-0.22504091653027247,-0.19781718963164385,-3.028897136797448,-1.6469481043291156,43.02279780871597,25.08680555555566
RUN,1.0,6.525166407069588,2.605919795233411,SUNRUN INC,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipment,US86771W1053,Sunrun Inc. Common Stock,NASDAQ,1.0,active,1.0,30.0,629.8210591640316,614.9771053873513,652.5166407069587,18.96,166.93252694230227,181.763537598126,166.80740639316636,1.088844342846076,0.9992504723229934,0.9542205670724413,14.843953776680223,74.42760000000001,75.76180000000001,75.176640625,0.23136578366089997,0.9823895419591404,-6.600985221674871,4.637361604262145,-0.020892333114242056,4.553353947999969,1.0148026841840916,0.0,0.0,0.10559662090812161,-0.2630194634402949,-6.600985221674871,6.040268456375841,13.411289747269658,55.229591836734706
DAL,1.0,2.526723059033692,1.0782752550084433,DELTA AIR LI,Industrials,Transportation,Passenger Airlines,Passenger Airlines,US2473617023,"Delta Air Lines, Inc.",NYSE,1.0,active,1.0,30.0,187.25952320344555,242.10657346249567,252.6723059033692,44.425,461.74066080972835,557.9799091721309,325.41660672856494,1.208427059886026,0.7047605600899438,0.6033007477949472,-54.84705025905012,62.892,91.84915,83.678875,0.4728900337085798,0.6847314319185317,-4.338931955211023,1.8320760356027304,0.4126994912472469,1.895546693890287,1.06348375929453,0.0,0.0,-2.8749453432444394,-3.9667099005620376,-4.338931955211023,-7.177183451734226,-69.0743728918414,72.79974489795919
NCLH,1.0,4.1211354342322775,1.8681994838444473,NORWEGIAN CRUISE,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",BMG667211046,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,NYSE,1.0,active,1.0,30.0,433.49174607354206,356.66823326080436,412.1135434232277,18.675,272.7758709022398,299.192399108309,372.8561025920744,1.0968433465859473,1.3668954712116104,1.2713930316292406,76.8235128127377,92.60060000000001,78.7123,81.682921875,1.3786843713755634,1.1764438340640535,-8.004926108374388,2.967699329408448,0.4557936675514451,3.374741313387078,0.9255832381123033,-8.201178069777974,-6.162211146352512,-5.010172939979651,-15.38287267784323,-8.004926108374388,-14.764947512551341,-52.81620168434712,58.56681034482759
LYFT,1.0,5.319820000104437,1.9877730941643044,LYFT INC-A,Industrials,Transportation,Ground Transportation,Passenger Ground Transportation,US55087P1049,"Lyft, Inc. Class A Common Stock",NASDAQ,1.0,active,1.0,30.0,559.4001807781322,539.1885196551018,531.9820000104438,11.89,169.26038542090575,166.45913361698487,174.0816580359432,0.9834500447523211,1.0284843532823598,0.9723675342458619,20.211661123030353,74.4442,72.60885,72.049625,0.5539988340260222,1.0252772217160855,2.8546712802768104,4.177926719746196,0.27841086942082793,4.287156053285598,0.8513843932071065,0.0,0.0,-3.8803556992724197,-6.451612903225811,2.8546712802768104,17.258382642998015,76.51862694259808,82.62711864406779
PINS,1.0,3.371540054096038,1.2436931956635289,PINTEREST INC -A,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,US72352L1061,"Pinterest, Inc. Class A Common Stock",NYSE,1.0,active,1.0,30.0,420.20371083001965,339.87701536651247,337.15400540960377,28.63,270.58429183296033,265.9217503421396,247.0432218934596,0.9827686172791618,0.912999125780615,0.9408112867207702,80.32669546350718,67.8334,72.39385,78.45765625,0.5102206287757949,0.9370050080220901,5.257352941176463,2.956645769789275,0.43902328552856107,2.2367469489887775,0.8632403888438835,0.0,0.0,0.10489510489508636,-1.2418075198344258,5.257352941176463,5.1027900146843,-9.324336189761478,82.37145855194123
WBD,1.0,4.284020180647473,1.7967132268690966,WARNER BROS DISC,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,US9344231041,"Warner Bros. Discovery, Inc. Series A Common Stock",NASDAQ,1.0,active,1.0,30.0,373.92079280478544,397.5325196301587,428.40201806474727,12.83,264.4597135751203,208.94111558374357,154.9840836107274,0.7900678434501648,0.5860404275402191,0.7475057176903651,-23.61172682537324,62.8566,78.8697,92.88609375,0.2817683425447765,0.7969676567807409,2.3942537909018347,3.078113031212314,-0.009489180049365456,3.080123165295703,0.7741157398999052,0.0,0.0,-1.4592933947772613,-1.8362662586074996,2.3942537909018347,-1.3835511145272816,-16.880567221274738,59.385665529010254
AVTR,1.0,3.089301043476398,1.5223545149686724,AVANTOR INC,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services,US05352A1007,"Avantor, Inc.",NYSE,1.0,active,1.0,30.0,463.97900111658475,364.61435622629193,308.9301043476397,20.74,124.34459713261114,143.67603561741626,227.83305607681277,1.1554666542060408,1.8322714563450888,1.5931369522725984,99.36464489029282,69.1538,48.6196,40.592859375,0.3450135784295295,1.42234407522892,-8.835164835164843,1.862159548618229,0.05979481433139858,2.0294924635626397,1.1025998146436384,0.0,0.0,0.8264462809917328,0.8264462809917328,-8.835164835164843,2.016724053123453,45.054702381746914,32.1989528795811
LYV,1.0,2.53636462477942,3.1462771062893164,LIVE NATION ENTE,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment,US5380341090,Live Nation Entertainment Inc.,NYSE,1.0,active,1.0,30.0,793.8134425867429,356.02593245392666,253.636462477942,87.05,190.88896827701828,263.059111303266,475.5447842954578,1.3780739331228105,2.491211454426988,1.8386621421452705,437.78751013281624,71.029,41.23285,32.50996875,0.1650030269326613,1.722631348548548,-11.597440844927387,2.260509404325585,0.41311286592862634,2.5083232574033656,1.2816987331694243,0.0,0.0,-0.48926587256223897,-0.7977207977208023,-11.597440844927387,-5.122615803814712,-7.69046200326937,63.63057324840764
PEP,1.0,1.2520968409227229,0.43290139074953754,PEPSICO INC,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Soft Drinks & Non-alcoholic Beverages,US7134481081,"PepsiCo, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,134.42864809696698,125.9871476759785,125.20968409227228,186.5359,909.3277315887201,1018.1498860060701,759.8127403047736,1.119673194423778,0.8355763427309939,0.7375634099381108,8.441500420988476,66.3314,80.99545,69.66346875,0.30050624591068487,0.8189521757086354,-2.5209552675585334,0.8423360762154587,-0.028344379211882608,0.884904295196214,1.1135195259026185,0.0,0.0,-0.5088804736252617,-0.4929584978128676,-2.5209552675585334,0.5042564655172388,67.9317992309476,43.83287858117316
SLB,1.0,2.7558317852455443,1.3312871566596949,SCHLUMBERGER LTD,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services,AN8068571086,Schlumberger Limited,NYSE,1.0,active,1.0,30.0,206.69872193224938,263.9090167787649,275.5831785245544,57.06,502.93020196991984,660.0249496728031,379.7724110056022,1.3123589458091027,0.7551195166209491,0.5546174763132213,-57.210294846515524,60.960800000000006,97.65775000000001,82.8446875,0.33488733743651655,0.624229003842501,-1.4167242570836236,2.2140050194971828,0.26981287458558945,2.2292006990046387,1.169145926272592,0.0,0.0,-1.6546018614270963,-2.19403496743229,-1.4167242570836236,15.342631898120086,67.3571515178518,91.86785260482846
OXY,1.0,1.9693578303424144,0.7824724774218633,OCCIDENTAL PETE,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas,US6745991058,Occidental Petroleum Corporation,NYSE,1.0,active,1.0,30.0,167.57801524517376,205.3161720465725,196.93578303424144,62.265,612.3176500189508,531.4485649521082,406.6067212086732,0.8679295214430945,0.6640454038783449,0.7422361304075888,-37.73815680139873,60.9528,77.75995,91.484359375,0.38528172618813245,0.7838585287156178,-1.8057088787257425,1.4297075179276963,0.043272758895422536,1.4554103119447146,0.8447512999572439,0.0,0.0,-0.614525139664801,-1.3701884999207992,-1.8057088787257425,5.159601418679283,78.41999497118478,84.40054495912811
CROX,1.0,4.099539006758852,1.6647664639516884,,,,,,,"Crocs, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,462.3455012318818,376.3819618119361,409.9539006758853,107.26,202.76804911370468,247.81329138521033,451.76079830561673,1.2221515789514057,2.2279683622752926,1.9513230750224564,85.96353941994573,69.73519999999999,40.28675,33.74725,0.15581800869575194,1.7309711009202777,-11.988184130630996,3.9792749942517456,-0.12523432122021444,3.599129537413648,1.2039092071101964,0.0,0.0,0.15874498085721722,-1.0059990770650562,-11.988184130630996,-8.371775158038608,-51.73274565092424,17.977528089887677
BSX,1.0,1.692101894563165,0.8209173252930441,BOSTON SCIENTIFC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US1011371077,Boston Scientific Corp.,NYSE,1.0,active,1.0,30.0,222.46875669382058,178.88291988805526,169.21018945631647,51.605,395.26518028333066,344.05042039903833,392.79361429677175,0.8704293663115455,0.9937470687785166,1.15041989679052,43.585836805765325,64.69200000000001,54.867050000000006,57.126984375,0.17836826810115625,1.1790683114911409,-1.5359664186224031,1.1818524854949612,-0.029569371119441187,1.1737409442828506,0.8714440131994042,-0.057859209257475674,0.0,0.06786891603645095,-0.47251687560271316,-1.5359664186224031,-3.614120283899891,-45.80531589473773,26.86746987951796
MCHP,1.0,2.8286975711347613,1.23009566178126,MICROCHIP TECH,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,US5950171042,Microchip Technology Incorporated Common Stock,NASDAQ,1.0,active,1.0,30.0,217.34213324710262,240.37361334097326,282.8697571134761,92.51,410.557090346112,438.0266853979497,439.7321034589474,1.0669081004755758,1.0710620125650248,0.9882357969204121,-23.03148009387064,66.5018,63.759750000000004,68.054859375,0.31384112911229467,1.0430059716357107,1.838397181858209,2.329502571596481,0.3579887917124264,2.2397893061564202,0.9739070300188034,-0.7078986587183224,-0.11177347242919924,-0.11876484560570111,-1.5222482435597096,1.838397181858209,2.006836475906937,46.048205561672596,93.37656322371473
CRM,1.0,2.308543111851717,0.9799277847161506,SALESFORCE INC,Information Technology,Software & Services,Software,Application Software,US79466L3024,"Salesforce, Inc.",NYSE,1.0,active,1.0,30.0,181.18985197872252,192.95701795624908,230.8543111851717,224.085,1378.0570502351786,1122.2050748759607,913.8889912528491,0.8143386187708598,0.6631721024154154,0.8114876887495334,-11.76716597752656,67.64580000000001,87.36865,99.06934375,0.3812949214881042,0.7742571276996956,-0.860505242666898,1.731845359779583,0.21259663755671274,1.701440754147071,0.7746937830910919,0.0,0.0,0.0870963419536519,-0.4110928403182057,-0.860505242666898,5.875265768958182,35.94968753702093,75.50607287449394
ABNB,1.0,3.323907967093341,1.1643689444380732,AIRBNB INC-A,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines",US0090661010,"Airbnb, Inc. Class A Common Stock",NASDAQ,1.0,active,1.0,40.0,253.55573153183286,282.5362612367676,332.3907967093341,149.73,784.5635642974588,719.5477707279,587.9338967463364,0.9171312605782586,0.7493770084426551,0.7723323086555215,-28.980529704934725,64.578,79.83555,95.74840625,0.34956177026231844,0.808887769922046,0.7265388496468184,2.644433289689985,0.36839218352293945,2.6499633803515787,0.7891012906619865,-1.2681516525395933,-0.7427557658190478,0.07351958294343763,-1.6164005519416547,0.7265388496468184,13.131847374386085,92.1687950252771,92.63954201594763
MDLZ,1.0,1.3556107700123825,0.5053074614197154,MONDELEZ INTER-A,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,US6092071058,"Mondelez International, Inc. Class A Common Stock",NASDAQ,1.0,active,1.0,30.0,185.87895732280927,134.3773356237201,135.56107700123823,74.115,458.32274844656564,524.0068482370048,443.88506359396797,1.1433140729171052,0.9684988691887265,0.8346393903822935,51.501621699089156,63.1174,67.9712,61.871453125,0.25393948419928575,0.9285903441457559,-0.38306451612905024,1.0225846363266415,-0.05170975144877442,1.0043020183928806,1.1556736570960415,0.0,0.0,-0.1818181818181941,-0.020234722784295833,-0.38306451612905024,0.823017276561,80.95675625451858,45.74468085106377
SNOW,1.0,4.404360082081143,1.825876009014742,SNOWFLAKE INC-A,Information Technology,Software & Services,IT Services,Internet Services & Infrastructure,US8334451098,Snowflake Inc.,NYSE,1.0,active,1.0,100.0,321.27396595563204,353.2115369303096,440.43600820811434,176.22,1048.6522415802579,829.8530074266316,719.0089091819483,0.7913519606615168,0.6856504765568838,0.8831591727283105,-31.937570974677556,64.3226,72.66369999999999,87.470796875,0.2623339230690302,0.8852095337837187,-1.712309665904399,3.802027441495203,0.36325188629156696,3.833128734167461,0.7706011209090421,-0.9847504361037646,0.0,0.5649717514124353,-0.8384446570254944,-1.712309665904399,-0.43505282784338517,-1.7968998958914992,68.14846784635307
CVS,1.0,1.8125121541514289,0.6983696481516065,CVS HEALTH CORP,Health Care,Health Care Equipment & Services,Health Care Providers & Services,Health Care Services,US1266501006,CVS HEALTH CORPORATION,NYSE,1.0,active,1.0,30.0,145.3595605173401,152.29054171883325,181.2512154151429,74.07,611.5753612565754,644.8070208940414,569.8719902603523,1.0543377999551624,0.9318099229659331,0.8520109279282617,-6.930981201493154,63.4332,79.19325,82.135046875,0.38598084283939643,0.8009925088312451,-2.101506740682002,1.7291679050542064,0.03155259143075793,1.7311875730540118,1.0171975566448326,0.0,0.0,-0.9229534510433512,-0.8300977373142393,-2.101506740682002,7.022106631989589,87.64444610451582,80.87487283825016
SIRI,0.0,5.726598317376904,6.1866323084302355,SIRIUS XM HOLDIN,Communication Services,Media & Entertainment,Media,Cable & Satellite,US82968B1035,Sirius XM Holdings Inc. Common Stock,NASDAQ,1.0,active,1.0,30.0,909.681308823869,927.8478108927104,572.6598317376904,5.13,102.20614206844151,188.87805919411306,109.33666215351998,1.8480108472114367,1.0697660623987115,0.6778376968367081,-18.166502068841396,61.732400000000005,76.89885000000001,48.186390625,0.6658901970440158,0.802774033681908,0.0,6.685040501444255,0.6929953161440428,6.71533537314764,1.4887427401294022,0.0,0.0,-3.571428571428581,0.588235294117645,0.0,10.799136069114468,24.62809268419988,38.95216400911162
ADBE,1.0,2.758273437339338,1.2301260606238238,ADOBE INC,Information Technology,Software & Services,Software,Application Software,US00724F1012,Adobe Inc. Common Stock,NASDAQ,1.0,active,1.0,30.0,229.32467655967372,228.40842911721901,275.82734373393384,546.63,1763.8550179390559,1561.908127014448,1381.6753889996623,0.8855082255226572,0.7833270733407872,0.8623153350055278,0.9162474424547042,65.3992,72.7501,86.38309375,0.3179855411075365,0.8989568399218694,4.052613545513384,2.241719647279941,0.6285871174487945,2.26374838937276,0.7673132665255236,0.0,0.0,0.15574040822310398,0.0842228610139717,4.052613545513384,12.65843655324499,78.86670114342961,100.0
FSLR,1.0,3.939803148038808,2.3234447706608825,FIRST SOLAR INC,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Semiconductors,US3364331070,"First Solar, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,654.47722470038,446.32216828981655,393.98031480388073,206.56,467.83253063511154,427.68795778352285,837.0972499816875,0.9141902919895503,1.7893096250602245,1.9160052834700865,208.15505641056347,68.779,43.034150000000004,43.80825,0.19122115762078543,1.598242326152602,3.274836258187097,4.113917037165527,0.28108738518880166,3.9842168127539996,0.9233992323552189,0.0,0.0,-0.3954093933841274,-0.4050144648023113,3.274836258187097,7.926223940644772,76.88470120735631,58.27362106315615
BAX,1.0,2.3985599061763514,1.2088981922403053,BAXTER INTL INC,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,US0718131099,Baxter International Inc.,NYSE,1.0,active,1.0,30.0,400.5232903068152,248.86964457341233,239.85599061763514,45.43,222.78957892551324,265.24263607145684,383.5305655617844,1.1905522572047107,1.721492393905968,1.4591009856134207,151.6536457334029,68.1838,51.054500000000004,45.096875000000004,0.27689861814683253,1.3355100921564211,-6.905737704918025,1.6163769138957,-0.03835036113905416,1.8577252783230507,1.1302069789983331,0.0,0.0,0.2869757174392973,0.44218439089100947,-6.905737704918025,1.6786034019695695,19.087705455093477,58.22510822510824
SCHW,1.0,2.6283103467039917,1.165607545659522,SCHWAB (CHARLES),Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,US8085131055,The Charles Schwab Corporation,NYSE,1.0,active,1.0,30.0,173.31940299481374,228.43003120792227,262.83103467039916,65.51,726.2174001750403,739.3529492601813,433.501904210857,1.018087626490325,0.5969313102472757,0.5588372865467288,-55.11062821310853,59.1426,100.5445,101.542828125,0.2848877120721781,0.588223125083918,0.10696821515894239,2.4516235064052547,0.41001836481791876,2.45006277272334,0.8910984727283158,0.0,0.0,-0.34986309704896357,-0.8925869894099714,0.10696821515894239,13.496188496188498,82.92691635508382,88.32853025936602
HON,1.0,1.5841220446338515,0.560537537771348,HONEYWELL INTL,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,US4385161066,Honeywell International Inc. Common Stock,NASDAQ,1.0,active,1.0,30.0,180.4244091148726,148.39429344903934,158.41220446338514,193.505,487.34022713523325,615.0211661069844,709.0750031873711,1.2619954845966792,1.4549896842203591,1.1883341904017581,32.03011566583325,66.83560000000001,53.567949999999996,43.239921875,0.20297565967837497,1.2476788826154446,-7.714135826020607,1.2308226060271188,-0.040446707040166785,1.2144271614975302,1.2363986033775378,-0.036058311440783586,0.0,0.08016550297387237,-0.32194920929273785,-7.714135826020607,-7.1027364378300595,-61.77026823689437,10.53650442477876
DISH,1.0,6.685124476095949,2.9695944434052,DISH NETWORK-A,Communication Services,Media & Entertainment,Media,Cable & Satellite,US25470M1099,DISH Network Corporation Class A Common Stock,NASDAQ,1.0,active,1.0,30.0,903.2290067086226,649.5370256813878,668.512447609595,7.735,89.43550918542908,78.70203365754095,93.46368474897739,0.8799864212140379,1.0450400025698583,1.1423593576694835,253.69198102723476,57.6298,50.325250000000004,56.890609375000004,0.21417738739332776,1.1451468199363144,0.19430051813471572,4.653079741681262,0.1823765657173997,4.842838123520968,0.8295906739728445,0.0,0.0,-1.8401015228426298,-2.4590163934426146,0.19430051813471572,14.254062038404737,55.801306929922525,89.79057591623041
UAL,1.0,2.8543090285934736,1.1390303861301025,UNITED AIRLINES,Industrials,Transportation,Passenger Airlines,Passenger Airlines,US9100471096,"United Airlines Holdings, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,209.38168213330323,285.7634447767974,285.4309028593474,52.455,334.9482167629045,401.45842992515054,276.2149881653234,1.1985686438489858,0.824649824485688,0.705529400649953,-76.3817626434942,54.329800000000006,73.687,68.01154687500001,0.4278867214677764,0.7373050877359644,-3.255256362965697,1.960023372011797,0.28457775404404023,2.016312768535351,1.1126425419826094,-0.7917510587368803,-0.6628613515006434,-2.044817927170861,-3.4155772417602703,-3.255256362965697,-4.73120232473666,-43.29054843599322,64.9081007488087
MS,1.0,1.9348945706739946,0.8138972495945627,MORGAN STANLEY,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,US6174464486,Morgan Stanley,NYSE,1.0,active,1.0,30.0,160.89010142653046,191.9972788943225,193.48945706739948,90.93,627.5167955527094,723.4582207116703,508.8105251966807,1.1528906092058568,0.8108317240314284,0.6772003162048197,-31.10717746779204,58.1084,84.0147,74.24984375,0.25030804496423925,0.6916456286816475,-2.8006413682522657,1.5864777138615145,0.07958966054993434,1.5451191056048224,1.1120986217962239,0.0,0.0,-0.2960526315789469,-0.6880733944954032,-2.8006413682522657,6.201822004204627,82.64744588953123,78.46961740435117
TMUS,1.0,1.7462403587419264,0.7598888447925745,T-MOBILE US INC,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,US8725901040,"T-Mobile US, Inc. Common Stock",NASDAQ,1.0,active,1.0,30.0,215.17817687783182,167.43609114828752,174.62403587419266,135.99,844.7735667429915,680.6656887237906,683.5209716773951,0.8057374372497049,0.8091173760475215,1.0038878026905442,47.7420857295443,63.8322,60.0416,75.114328125,0.34421498867342815,1.0631328945264615,-4.5483259633607,1.5276497395369322,-0.071304868663698,1.4739468109272003,0.7845913068267419,0.0,0.0,-1.535008326696119,-1.2920084198301485,-4.5483259633607,-2.397186535563056,-3.2049659849141285,52.241283895960194
DHR,1.0,2.3071288313728666,1.2276618502955043,DANAHER CORP,Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,Life Sciences Tools & Services,US2358511028,Danaher Corporation,NYSE,1.0,active,1.0,30.0,303.1425072587641,263.9152036849719,230.71288313728667,255.19,784.7708889354558,877.0632071024116,916.9604792237114,1.1176041561533336,1.1684435446727277,1.00348812823968,39.2273035737922,50.99380000000001,55.012750000000004,49.401984375,0.17896293274868708,0.9269451172682697,-0.19945248337895904,1.335504986299711,0.09722228042432712,1.3845916531128872,1.0739392460223018,0.0,0.0,0.04704590896615901,0.05096839959224386,-0.19945248337895904,7.761496558422354,90.20176192454292,75.88440458395615
RBLX,1.0,4.62817912359008,1.88696551334063,ROBLOX CORP - A,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment,US7710491033,Roblox Corporation,NYSE,1.0,active,1.0,30.0,379.7395281650595,468.74381447411787,462.81791235900806,38.97,361.373620536712,362.04171724631595,230.42412813222217,1.001848770003222,0.63763405804219,0.6844959933244638,-89.00428630905839,62.444,82.26225000000001,84.77715625,0.3337070014733201,0.7590845132487867,-1.739788199697423,3.283360420677179,0.1813726363119847,3.34741226927361,0.957978961921809,0.0,0.0,0.17994858611825038,-0.7133757961783505,-1.739788199697423,-7.434679334916872,-69.5302297149445,41.90981432360744
